//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5
13	18	1	100	0	0	0	0	0	0	0	255	255	255	255	255	//Invisiblity Cloak +1
13	18	2	100	0	0	0	0	0	0	0	255	255	255	255	255	//Invisiblity Cloak +2
13	18	3	100	0	0	0	0	0	0	0	255	255	255	255	255	//Invisiblity Cloak +3
13	18	4	100	0	0	0	0	0	0	0	255	255	255	255	255	//Invisiblity Cloak +4
13	18	5	100	0	0	0	0	0	0	0	255	255	255	255	255	//Invisiblity Cloak +5
13	18	6	100	0	0	0	0	0	0	0	255	255	255	255	255	//Invisiblity Cloak +6
13	18	7	100	0	0	0	0	0	0	0	255	255	255	255	255	//Invisiblity Cloak +7
13	16	1	100	0	0	0	0	0	0	0	255	255	255	255	255	//Scrool of Archangel +1
13	16	2	100	0	0	0	0	0	0	0	255	255	255	255	255	//Scrool of Archangel +2
13	16	3	100	0	0	0	0	0	0	0	255	255	255	255	255	//Scrool of Archangel +3
13	16	4	100	0	0	0	0	0	0	0	255	255	255	255	255	//Scrool of Archangel +4
13	16	5	100	0	0	0	0	0	0	0	255	255	255	255	255	//Scrool of Archangel +5
13	16	6	100	0	0	0	0	0	0	0	255	255	255	255	255	//Scrool of Archangel +6
13	16	7	100	0	0	0	0	0	0	0	255	255	255	255	255	//Scrool of Archangel +7
13	17	1	100	0	0	0	0	0	0	0	255	255	255	255	255	//Blood Bone +1
13	17	2	100	0	0	0	0	0	0	0	255	255	255	255	255	//Blood Bone +2
13	17	3	100	0	0	0	0	0	0	0	255	255	255	255	255	//Blood Bone +3
13	17	4	100	0	0	0	0	0	0	0	255	255	255	255	255	//Blood Bone +4
13	17	5	100	0	0	0	0	0	0	0	255	255	255	255	255	//Blood Bone +5
13	17	6	100	0	0	0	0	0	0	0	255	255	255	255	255	//Blood Bone +6
13	17	7	100	0	0	0	0	0	0	0	255	255	255	255	255	//Blood Bone +7
14	19	1	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Invitation+1
14	19	2	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Invitation+2
14	19	3	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Invitation+3
14	19	4	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Invitation+4
14	19	5	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Invitation+5
14	19	6	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Invitation+6
14	18	1	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Key +1
14	18	2	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Key +2
14	18	3	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Key +3
14	18	4	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Key +4
14	18	5	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Key +5
14	18	6	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Key +6
14	17	1	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Eye +1
14	17	2	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Eye +2
14	17	3	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Eye +3
14	17	4	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Eye +4
14	17	5	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Eye +5
14	17	6	100	0	0	0	0	0	0	0	255	255	255	255	255	//Devil Eye +6
14	28	1	100	0	0	0	0	0	0	0	255	255	255	255	255	//Lost Map +1
14	28	2	100	0	0	0	0	0	0	0	255	255	255	255	255	//Lost Map +2
14	28	3	100	0	0	0	0	0	0	0	255	255	255	255	255	//Lost Map +3
14	28	4	100	0	0	0	0	0	0	0	255	255	255	255	255	//Lost Map +4
14	28	5	100	0	0	0	0	0	0	0	255	255	255	255	255	//Lost Map +5
14	28	6	100	0	0	0	0	0	0	0	255	255	255	255	255	//Lost Map +6
14	29	1	100	0	0	0	0	0	0	0	255	255	255	255	255	//Sign Of Kundun +1
14	29	2	100	0	0	0	0	0	0	0	255	255	255	255	255	//Sign Of Kundun +2
14	29	3	100	0	0	0	0	0	0	0	255	255	255	255	255	//Sign Of Kundun +3
14	29	4	100	0	0	0	0	0	0	0	255	255	255	255	255	//Sign Of Kundun +4
14	29	5	100	0	0	0	0	0	0	0	255	255	255	255	255	//Sign Of Kundun +5
14	29	6	100	0	0	0	0	0	0	0	255	255	255	255	255	//Sign Of Kundun +6
14	29	7	100	0	0	0	0	0	0	0	255	255	255	255	255	//Sign Of Kundun +7
end
